name,number,image,date,Batch,Type,Rank,Total Score,Bonus Score,Background,Background Score,Base,Base Score,Outfit,Outfit Score,Necklace,Necklace Score,Eye,Eye Score,Beard,Beard Score,Hair,Hair Score,Hat,Hat Score,Hand_Accessories,Hand_Accessories Score,Shoulder,Shoulder Score,Mouth,Mouth Score,Unlock_Date,address
Pixel Pirates #6,6,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/6.png,1650726331992,1,Common,228.0,88.70896330750726,0,Purple,10.561643835616438,Base_Pink,5.840909090909091,Arm_Tattoo,24.87096774193548,,1.5575757575757574,,2.2412790697674416,,6.58974358974359,White_Hair,6.425,Pirate_Hat_Pink,7.485436893203883,Handgun,7.948453608247423,Corgi_Dog,13.526315789473683,Regular_Smile,1.6616379310344829,1650844800,0x13c0CE1b341Cc4f0efadA8093f6081AFF0Bfeb80
Pixel Pirates #8,8,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/8.png,1650734970298,1,Common,148.0,93.89634489214664,0,Purple,10.561643835616438,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Regular_Hair,7.709999999999999,Pirate_Hat_Purple,8.290322580645162,Hook_Hand_Gold,23.363636363636363,Corgi_Dog_Red_No_Tail,13.767857142857142,Silver_Teeth,4.589285714285714,1650844800,0xdC96Dc73c2321400AeE24761Ce43F8C6eF33A10e
Pixel Pirates #9,9,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/9.png,1650737844258,1,Common,631.0,70.42191013949976,0,Light_Blue,9.6375,Base_Green,7.0733944954128445,Regular_Pirate_Suit_Blue_And_Blue,7.138888888888888,,1.5575757575757574,,2.2412790697674416,,6.58974358974359,Regular_Hair,7.709999999999999,Pirate_Hat_Luminous,7.205607476635514,,6.533898305084746,Parrot_Green,10.144736842105264,Silver_Teeth,4.589285714285714,1653350400,0x00444f498Cb5112969a652a78235281182ff4876
Pixel Pirates #10,10,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/10.png,1650737844725,1,Common,335.0,83.12722242471384,0,Light_Luminous_,8.965116279069766,Base_Pink,5.840909090909091,Chest_Tattoo,22.02857142857143,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Stubble_Black,8.290322580645162,Regular_Hair,7.709999999999999,Pirate_Hat_Luminous,7.205607476635514,Sword,7.205607476635514,Monkey,8.566666666666666,Regular_Smile,1.6616379310344829,1653350400,0x2B87BBeA6f8dbDD861399E4c8930041fe2aE5AeC
Pixel Pirates #11,11,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/11.png,1650737844781,1,Common,355.0,82.44296028456512,0,Grey,10.859154929577464,Base_Red,6.168,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard,7.948453608247423,Sparrow_Hair,8.965116279069766,Pirate_Hat_Luminous,7.205607476635514,Hook_Hand,6.7043478260869565,Penguin,22.676470588235293,Regular_Smile,1.6616379310344829,1653350400,0x2cb41daE86a2380E07bcCDcaba26f68e150aBD38
Pixel Pirates #12,12,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/12.png,1650737857605,1,Common,711.0,67.32552277025673,0,Light_Blue,9.6375,Base_Red,6.168,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch,1.992248062015504,Long_Beard_Black,7.342857142857143,Blonde_Hair,5.840909090909091,Pirate_Hat_Purple,8.290322580645162,Sword,7.205607476635514,Parrot,9.070588235294116,Regular_Smile,1.6616379310344829,1653350400,0xD8b1d41A77f12Bb972Ead1b4c3503693F1Cd0560
Pixel Pirates #13,13,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/13.png,1650737858059,1,Common,611.0,71.01130463401262,0,Purple,10.561643835616438,Base_Blue,6.2682926829268295,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,,2.2412790697674416,Goatee,8.862068965517242,Black_Hair,7.273584905660376,Pirate_Hat_Pink,7.485436893203883,,6.533898305084746,Octopus,11.86153846153846,Regular_Smile,1.6616379310344829,1653350400,0x3F01FA6e75f9d0477108F994400280b71915Bf56
Pixel Pirates #14,14,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/14.png,1650737884199,1,Common,669.0,68.90305316772645,0,Grey,10.859154929577464,Base_Green,7.0733944954128445,Regular_Pirate_Suit,6.478991596638656,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Long_Beard_Johnny,7.273584905660376,Blonde_Hair,5.840909090909091,Pirate_Hat_Purple,8.290322580645162,Sword,7.205607476635514,Monkey,8.566666666666666,Regular_Smile,1.6616379310344829,1653350400,0xD8b1d41A77f12Bb972Ead1b4c3503693F1Cd0560
Pixel Pirates #15,15,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/15.png,1650737910702,1,Common,331.0,83.39586292598284,0,Light_Luminous_,8.965116279069766,Base_Green,7.0733944954128445,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Stubble,9.402439024390244,Black_Hair,7.273584905660376,Bandana_Hat_Green,17.522727272727273,Hook_Hand,6.7043478260869565,Monkey_Ginger,12.43548387096774,Regular_Smile,1.6616379310344829,1653350400,0x6c0dd723C097425FA56474920385caC75FE02AC7
Pixel Pirates #16,16,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/16.png,1650737924427,1,Common,217.0,89.08094714320126,0,Light_Blue,9.6375,Base_Green,7.0733944954128445,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Long_Beard_Black,7.342857142857143,Black_Hair,7.273584905660376,Bandana_Hat,24.09375,Sword,7.205607476635514,Monkey_Ginger,12.43548387096774,Regular_Smile,1.6616379310344829,1653350400,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pixel Pirates #17,17,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/17.png,1650737924890,1,Common,490.0,75.34779005631623,0,Purple,10.561643835616438,Base_Red,6.168,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,,2.2412790697674416,Long_Beard,7.948453608247423,Sparrow_Hair,8.965116279069766,Pirate_Hat_Purple,8.290322580645162,Handgun,7.948453608247423,Corgi_Dog,13.526315789473683,Regular_Smile,1.6616379310344829,1653350400,0x5D9A1eCe4CC5092428bFf7Dd07f9AbA61D43cD2E
Pixel Pirates #18,18,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/18.png,1650737925040,1,Common,675.0,68.74663422145609,0,Grey,10.859154929577464,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,,2.2412790697674416,Long_Beard,7.948453608247423,Sparrow_Hair_White,7.485436893203883,Pirate_Hat_Luminous,7.205607476635514,,6.533898305084746,Parrot_Yellow,10.708333333333334,Regular_Smile,1.6616379310344829,1653350400,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pixel Pirates #19,19,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/19.png,1650737991258,1,Common,392.0,80.2415143119389,0,Plue,10.561643835616438,Base_Red,6.168,,6.2682926829268295,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch,1.992248062015504,Long_Beard_Black,7.342857142857143,Sparrow_Hair,8.965116279069766,Pirate_Hat_Purple,8.290322580645162,Hand_Tattoo,16.0625,,6.58974358974359,Silver_Teeth,4.589285714285714,1653350400,0x65Ea1984d8ce3A856750B469ee7aC7639070d65C
Pixel Pirates #20,20,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/20.png,1650737991757,1,Common,706.0,67.71648770535582,0,Light_Blue,9.6375,Base,5.669117647058823,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Black,7.342857142857143,Ginger_Hair,7.413461538461539,Pirate_Hat,7.205607476635514,,6.533898305084746,Parrot,9.070588235294116,Silver_Teeth,4.589285714285714,1653350400,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pixel Pirates #21,21,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/21.png,1650737991811,1,Common,410.0,79.30719387414038,0,Light_Pink,9.51851851851852,Base_Green,7.0733944954128445,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,,2.2412790697674416,Stubble_Black,8.290322580645162,Sparrow_Hair,8.965116279069766,Bandana_Hat_Green,17.522727272727273,Sword,7.205607476635514,Monkey,8.566666666666666,Regular_Smile,1.6616379310344829,1653350400,0x358C8B4836006235680367d70D9D148955b24154
Pixel Pirates #22,22,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/22.png,1650737991865,1,Common,80.0,105.16970763071342,0,Plue,10.561643835616438,Base_Red,6.168,Chest_Tattoo,22.02857142857143,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard,7.948453608247423,Black_Hair,7.273584905660376,Pirate_Hat_Luminous,7.205607476635514,Gun_Gold,25.7,Parrot_Green,10.144736842105264,Silver_Teeth,4.589285714285714,1653350400,0x6c8B4961A165d561762bAA9ff9Ded6f98b5864f2
Pixel Pirates #23,23,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/23.png,1650738005651,1,Common,554.0,73.10447948966382,0,Light_Yellow,10.561643835616438,Base_Blue,6.2682926829268295,,6.2682926829268295,,1.5575757575757574,,2.2412790697674416,Long_Beard,7.948453608247423,White_Hair,6.425,,5.03921568627451,Hand_Tattoo,16.0625,Parrot,9.070588235294116,Regular_Smile,1.6616379310344829,1653350400,0xC89cE9F096DDb405359B22a4863a08e8828e88d7
Pixel Pirates #24,24,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/24.png,1650738006305,1,Common,107.0,98.98688237284786,0,Light_Yellow,10.561643835616438,Base_Green,7.0733944954128445,Chest_Tattoo,22.02857142857143,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Sparrow_Hair,8.965116279069766,Pirate_Hat,7.205607476635514,Whisky_Bottle,12.238095238095235,,6.58974358974359,Smoke_Pipe,9.402439024390244,1653350400,0xA3f6bb2a94349886E52238b027Eec751CfB672f3
Pixel Pirates #25,25,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/25.png,1650738006449,1,Common,672.0,68.84254627806925,0,Grey,10.859154929577464,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,,1.5575757575757574,,2.2412790697674416,Long_Beard_Johnny,7.273584905660376,Blonde_Hair,5.840909090909091,Pirate_Hat_Luminous,7.205607476635514,Treasure_Map,13.067796610169491,,6.58974358974359,Regular_Smile,1.6616379310344829,1653350400,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pixel Pirates #27,27,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/27.png,1650738019036,1,Common,623.0,70.8166426082332,0,Purple,10.561643835616438,Base,5.669117647058823,Regular_Pirate_Suit,6.478991596638656,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Long_Beard_Johnny,7.273584905660376,Sparrow_Hair_White,7.485436893203883,Pirate_Hat,7.205607476635514,Whisky_Bottle,12.238095238095235,,6.58974358974359,Regular_Smile,1.6616379310344829,1653350400,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pixel Pirates #29,29,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/29.png,1650738032484,1,Common,543.0,73.47013674647104,0,Plue,10.561643835616438,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Sparrow_Hair_White,7.485436893203883,,5.03921568627451,Hook_Hand,6.7043478260869565,Corgi_Dog_Tri_Colour_No_Tail,16.404255319148938,Regular_Smile,1.6616379310344829,1653350400,0xD13Cf36b646aDcaD473523F7B32bAa74F4F8F502
Pixel Pirates #30,30,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/30.png,1650738032950,1,Common,673.0,68.81253174865408,0,Grey,10.859154929577464,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Green_And_Grey,6.823008849557522,,1.5575757575757574,,2.2412790697674416,Goatee,8.862068965517242,Regular_Hair,7.709999999999999,Pirate_Hat_Luminous,7.205607476635514,,6.533898305084746,,6.58974358974359,Silver_Teeth,4.589285714285714,1653350400,0x237878E54e83896570D3614be4739E97449493a5
Pixel Pirates #32,32,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/32.png,1650738059074,1,Common,89.0,102.31577771479186,0,Orange,9.884615384615383,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Blue_And_Blue,7.138888888888888,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Regular_Hair,7.709999999999999,Bandana_Hat_Dark_Blue,22.676470588235293,Treasure_Map,13.067796610169491,Corgi_Dog,13.526315789473683,Smoke_Pipe,9.402439024390244,1653350400,0xDB54d5a9694bC7A45A3F8CA85c350d8753be082A
Pixel Pirates #34,34,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/34.png,1650738060182,1,Common,760.0,64.09666466922596,0,Light_Red,10.708333333333334,Base_Blue,6.2682926829268295,Regular_Pirate_Suit_Green_And_Grey,6.823008849557522,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Black,7.342857142857143,Ginger_Hair,7.413461538461539,Pirate_Hat,7.205607476635514,,6.533898305084746,,6.58974358974359,Regular_Smile,1.6616379310344829,1653350400,0xf28cD05A4d9C5dAb90C99983c996343F0DD006e2
Pixel Pirates #35,35,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/35.png,1650738060344,1,Common,333.0,83.2850982950076,0,Orange,9.884615384615383,Base_Pink,5.840909090909091,,6.2682926829268295,,1.5575757575757574,Eye_Patch,1.992248062015504,Stubble_Black,8.290322580645162,Regular_Hair,7.709999999999999,Pirate_Hat,7.205607476635514,Ale,16.0625,Parrot,9.070588235294116,Smoke_Pipe,9.402439024390244,1653350400,0x44d19f3DA0FcB4b4dD4BaaAd77ad35E962f6B921
Pixel Pirates #37,37,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/37.png,1650738085903,1,Common,141.0,95.01809798905283,0,Light_Green,10.418918918918918,Base_Green,7.0733944954128445,,6.2682926829268295,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch_Gold,21.416666666666668,Long_Beard_Ginger,9.51851851851852,Blonde_Hair,5.840909090909091,Pirate_Hat_Orange,8.566666666666666,Sword,7.205607476635514,Parrot_Yellow,10.708333333333334,Silver_Teeth,4.589285714285714,1653350400,0x95143aED1d9B06aEe7bC2C2ccAB41cdEAEeD8Ef2
Pixel Pirates #38,38,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/38.png,1650738086368,1,Common,205.0,89.82911359357468,0,Light_Red,10.708333333333334,Base,5.669117647058823,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,Eye_Patch_Gold,21.416666666666668,Goatee,8.862068965517242,Blonde_Hair,5.840909090909091,Pirate_Hat_Orange,8.566666666666666,Sword,7.205607476635514,Octopus,11.86153846153846,Regular_Smile,1.6616379310344829,1653350400,0x95143aED1d9B06aEe7bC2C2ccAB41cdEAEeD8Ef2
Pixel Pirates #40,40,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/40.png,1650738112398,1,Common,718.0,66.9936353797868,0,Orange,9.884615384615383,Base_Red,6.168,,6.2682926829268295,,1.5575757575757574,,2.2412790697674416,Long_Beard_Johnny,7.273584905660376,White_Hair,6.425,Pirate_Hat_Pink,7.485436893203883,,6.533898305084746,Monkey,8.566666666666666,Silver_Teeth,4.589285714285714,1653350400,0x0D9F101288550703244AB0FFF47Bc0A29559D947
Pixel Pirates #41,41,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/41.png,1650738138887,1,Common,439.0,77.88114980626045,0,Light_Red,10.708333333333334,Base_Green,7.0733944954128445,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,,2.2412790697674416,Stubble_Black,8.290322580645162,Black_Hair,7.273584905660376,,5.03921568627451,Hand_Tattoo,16.0625,Monkey,8.566666666666666,Silver_Teeth,4.589285714285714,1653350400,0xF190A2b5bFE1f1EdfA32c8e841E883c5E2AB0Dc4
Pixel Pirates #42,42,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/42.png,1650738152190,1,Common,197.0,90.17505440326444,0,Light_Green,10.418918918918918,Base_Red,6.168,,6.2682926829268295,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,White_Hair,6.425,Pirate_Hat_Orange,8.566666666666666,Treasure_Map,13.067796610169491,Penguin,22.676470588235293,Regular_Smile,1.6616379310344829,1653350400,0x78dE8E8e9FdCaeBa199C2aeFBD1A69C4BcCdD9E6
Pixel Pirates #43,43,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/43.png,1650738165708,1,Common,458.0,76.79269272478072,0,Plue,10.561643835616438,Base_Red,6.168,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard,7.948453608247423,Ginger_Hair,7.413461538461539,,5.03921568627451,Hook_Hand,6.7043478260869565,Corgi_Dog,13.526315789473683,Smoke_Pipe,9.402439024390244,1653350400,0xa84f4A753f9459fa64862cab91B260d7367DFD19
Pixel Pirates #44,44,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/44.png,1650738166163,1,Common,97.0,100.80047223319478,0,Light_Luminous_,8.965116279069766,Base_Grey,6.58974358974359,,6.2682926829268295,,1.5575757575757574,,2.2412790697674416,,6.58974358974359,White_Hair,6.425,Bandana_Hat,24.09375,Gun_Gold,25.7,Parrot_Yellow,10.708333333333334,Regular_Smile,1.6616379310344829,1653350400,0x00aB97c782c661fb3D08C96dce06176938101211
Pixel Pirates #45,45,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/45.png,1650738179009,1,Common,575.0,72.43933744335783,0,Grey,10.859154929577464,Base_Blue,6.2682926829268295,Regular_Pirate_Suit_Green_And_Grey,6.823008849557522,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Ginger_Hair,7.413461538461539,Pirate_Hat,7.205607476635514,Hook_Hand,6.7043478260869565,Monkey_Ginger,12.43548387096774,Regular_Smile,1.6616379310344829,1653350400,0x358C8B4836006235680367d70D9D148955b24154
Pixel Pirates #47,47,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/47.png,1650738193797,1,Common,387.0,80.40571796839227,0,Light_Red,10.708333333333334,Base_Pink,5.840909090909091,Regular_Pirate_Suit_Blue_And_Blue,7.138888888888888,,1.5575757575757574,,2.2412790697674416,Long_Beard_Ginger,9.51851851851852,Blonde_Hair,5.840909090909091,Pirate_Hat,7.205607476635514,Whisky_Bottle,12.238095238095235,Corgi_Dog,13.526315789473683,Silver_Teeth,4.589285714285714,1653350400,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pixel Pirates #48,48,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/48.png,1650738206629,1,Common,238.0,88.20975473077175,0,Plue,10.561643835616438,Base_Blue,6.2682926829268295,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Johnny,7.273584905660376,White_Hair,6.425,Bandana_Hat,24.09375,,6.533898305084746,Monkey_Ginger,12.43548387096774,Silver_Teeth,4.589285714285714,1653350400,0x451785b3f5fbbbA2388D8cdeDEd58251B6999D91
Pixel Pirates #49,49,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/49.png,1650738233335,1,Common,325.0,83.53894286782082,0,Purple,10.561643835616438,Base_Red,6.168,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,Bottle_Ship_Necklace_Gold,15.734693877551022,,2.2412790697674416,Long_Beard,7.948453608247423,Black_Hair,7.273584905660376,Pirate_Hat_Orange,8.566666666666666,,6.533898305084746,Parrot_Green,10.144736842105264,Regular_Smile,1.6616379310344829,1653350400,0x9Baa8611E207914C49a369Cd15ceE3b14ad075c4
Pixel Pirates #50,50,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/50.png,1650738233792,1,Common,229.0,88.67493935998624,0,Light_Luminous_,8.965116279069766,Base_Red,6.168,Regular_Pirate_Suit,6.478991596638656,Bottle_Ship_Necklace_Silver,3.411504424778761,Eye_Patch,1.992248062015504,Goatee,8.862068965517242,Sparrow_Hair_White,7.485436893203883,Bandana_Hat_Dark_Blue,22.676470588235293,Sword,7.205607476635514,Corgi_Dog_Red_No_Tail,13.767857142857142,Regular_Smile,1.6616379310344829,1653350400,0x76CdC668B0257Eb5146203F61F3409541FeE6358
Pixel Pirates #51,51,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/51.png,1650738260109,1,Common,143.0,94.94509131551725,0,Light_Green,10.418918918918918,Base_Grey,6.58974358974359,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Stubble,9.402439024390244,White_Hair,6.425,Pirate_Hat_Pink,7.485436893203883,Ale,16.0625,Parrot,9.070588235294116,Gold_Teeth,17.133333333333333,1653350400,0x00aB97c782c661fb3D08C96dce06176938101211
Pixel Pirates #52,52,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/52.png,1650738286918,1,Common,577.0,72.34145733665872,0,Light_Pink,9.51851851851852,Base_Red,6.168,Regular_Pirate_Suit,6.478991596638656,,1.5575757575757574,,2.2412790697674416,Stubble,9.402439024390244,Sparrow_Hair,8.965116279069766,,5.03921568627451,Whisky_Bottle,12.238095238095235,Parrot,9.070588235294116,Regular_Smile,1.6616379310344829,1653350400,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pixel Pirates #53,53,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/53.png,1650738300699,1,Common,174.0,91.9603607688882,0,Plue,10.561643835616438,Base,5.669117647058823,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,,6.58974358974359,Ginger_Hair,7.413461538461539,Pirate_Hat_Pink,7.485436893203883,Sword_Gold,26.58620689655173,Parrot_Yellow,10.708333333333334,Silver_Teeth,4.589285714285714,1653350400,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pixel Pirates #54,54,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/54.png,1650738316031,1,Common,556.0,73.00913862187323,0,Light_Green,10.418918918918918,Base_Blue,6.2682926829268295,Regular_Pirate_Suit_Blue_And_Blue,7.138888888888888,Bottle_Ship_Necklace_Silver,3.411504424778761,,2.2412790697674416,Stubble,9.402439024390244,Blonde_Hair,5.840909090909091,Pirate_Hat_Pink,7.485436893203883,Hook_Hand,6.7043478260869565,Monkey_Ginger,12.43548387096774,Regular_Smile,1.6616379310344829,1653350400,0xD02d64a0B7d0Fc0eE73C0EcF72E68321c6E704BF
Pixel Pirates #55,55,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/55.png,1650738316486,1,Common,517.0,74.43051074717762,0,Light_Pink,9.51851851851852,Base,5.669117647058823,Regular_Pirate_Suit_Red_And_Luminous_,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Stubble_Black,8.290322580645162,Blonde_Hair,5.840909090909091,Pirate_Hat_Orange,8.566666666666666,Hand_Tattoo,16.0625,Monkey,8.566666666666666,Regular_Smile,1.6616379310344829,1653350400,0xd142aB6D8E7B3C7b2EfbDa250158cFA2b8680d63
Pixel Pirates #56,56,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/56.png,1650738355747,1,Common,293.0,85.34212536272749,0,Light_Pink,9.51851851851852,Base_Green,7.0733944954128445,,6.2682926829268295,,1.5575757575757574,Eye_Patch,1.992248062015504,Goatee,8.862068965517242,Blonde_Hair,5.840909090909091,Pirate_Hat,7.205607476635514,Hook_Hand_Gold,23.363636363636363,Parrot,9.070588235294116,Silver_Teeth,4.589285714285714,1653350400,0xd142aB6D8E7B3C7b2EfbDa250158cFA2b8680d63
Pixel Pirates #57,57,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/57.png,1650738382848,1,Common,69.0,108.09020049796388,0,Orange,9.884615384615383,Base_Green,7.0733944954128445,Chest_Tattoo,22.02857142857143,Bottle_Ship_Necklace_Gold,15.734693877551022,Eye_Patch,1.992248062015504,Goatee,8.862068965517242,Sparrow_Hair,8.965116279069766,Pirate_Hat_Pink,7.485436893203883,Handgun,7.948453608247423,Corgi_Dog,13.526315789473683,Silver_Teeth,4.589285714285714,1653350400,0x6E6De28F55833F83dC4eb6BA67D8EB28592e5F25
Pixel Pirates #59,59,https://nft.hedgey.finance/fantom/0x2aa5d15eb36e5960d056e8fea6e7bb3e2a06a351/59.png,1650738422774,1,Common,343.0,82.9602692844197,0,Light_Luminous_,8.965116279069766,Base_Grey,6.58974358974359,Regular_Pirate_Suit_Purple_And_Orange,6.7043478260869565,,1.5575757575757574,Eye_Patch,1.992248062015504,Long_Beard_Ginger,9.51851851851852,Ginger_Hair,7.413461538461539,Bandana_Hat_Green,17.522727272727273,Hook_Hand,6.7043478260869565,,6.58974358974359,Smoke_Pipe,9.402439024390244,1653350400,0x6ffbb6C376d0cf590289671D652Ae92213614828
