name,number,image,date,Batch,Type,Rank,Total Score,Background,Background Score,Skin,Skin Score,Body,Body Score,Eyes,Eyes Score,Weapon,Weapon Score,Necklace,Necklace Score,Eye Patch,Eye Patch Score,Hair,Hair Score,Hat,Hat Score,Mouth,Mouth Score,Pet,Pet Score,Unlock_Date,address
Pirate Life #1,1,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/1.png,1660831319746,Treasure,Treasure,222.0,181.6675354345886,Deep_Violet,18.88888888888889,Concrete,17.708333333333332,Shirt_Red,14.655172413793103,Eyes_Green,13.934426229508198,Sword_Dual,38.63636363636363,None,1.7102615694164989,None,4.427083333333333,Mid_Hair_Beard_Johnny,32.69230769230769,Bandana_Dust,27.41935483870968,Cheeky,8.947368421052632,None,2.64797507788162,1660830819,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #2,2,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/2.png,1660831756085,Treasure,Treasure,662.0,128.30231255001874,Indigo,15.740740740740742,Espresso,6.343283582089552,Tattoo,17.0,Wink_Orange,14.655172413793103,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Blonde,34.0,Bandana_Green,22.36842105263158,Blunt,9.55056179775281,None,2.64797507788162,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #3,3,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/3.png,1660831756285,Treasure,Treasure,40.0,256.9404372902955,Mint,21.25,Espresso,6.343283582089552,Shirt_Blue_Grey,16.666666666666668,Angry_Eyes_Green,11.18421052631579,Sword_Dual,38.63636363636363,Skull_Blood,30.35714285714285,Eye_Patch_Right,2.599388379204893,Mid_Hair_Ginger,23.61111111111111,None,1.847826086956522,Teeth_Gold,10.0,Parrot_Shadow,94.44444444444444,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #4,4,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/4.png,1660831756415,Treasure,Treasure,559.0,138.51374596994324,Blue,18.88888888888889,Espresso,6.343283582089552,Neked,3.695652173913044,Bulging_Eyes_Green,12.87878787878788,None,1.6865079365079367,Teeth_Skull_Silver,23.61111111111111,Eye_Patch_Left,2.75974025974026,Short_Hair_Black,40.47619047619048,None,1.847826086956522,Pipe_Silver,9.659090909090908,Octopus,16.666666666666668,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #5,5,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/5.png,1660831756557,Treasure,Treasure,737.0,119.56754835551172,Abe_Cyan,17.346938775510203,Almond,6.746031746031747,Shirt_Red,14.655172413793103,Bulging_Eyes_Orange,12.686567164179104,None,1.6865079365079367,Teeth_Blood,18.08510638297872,None,4.427083333333333,Long_Hair_Beard_Grey,32.69230769230769,None,1.847826086956522,Open_Mouth,6.746031746031747,None,2.64797507788162,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #6,6,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/6.png,1660831756676,Treasure,Treasure,624.0,131.70268796420646,Red,22.36842105263158,Almond,6.746031746031747,Neked,3.695652173913044,Eyes_Orange,17.346938775510203,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Beard_Johnny,32.69230769230769,Bandana_Purple,17.0,Pipe_Silver,9.659090909090908,Parrot_Red,16.037735849056602,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #7,7,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/7.png,1660831756813,Treasure,Treasure,174.0,193.7637698678408,Aureolin,19.318181818181817,Golden,7.264957264957266,Shirt_Green,17.346938775510203,Bulging_Eyes_Orange,12.686567164179104,Gun_Right,12.87878787878788,Skull_Blood,30.35714285714285,Eye_Patch_Dual,36.95652173913044,Long_Hair_Beard_Brown,26.562500000000004,Pirate_Hat_Pink,18.08510638297872,Pipe_Silver,9.659090909090908,None,2.64797507788162,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #8,8,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/8.png,1660831756995,Treasure,Treasure,614.0,132.4393401197157,Spektral,20.23809523809524,Almond,6.746031746031747,Neked,3.695652173913044,Bulging_Eyes_Orange,12.686567164179104,Gun_Left,13.492063492063494,Teeth_Blood,18.08510638297872,Eye_Patch_Left,2.75974025974026,Long_Hair_Beard_Brown,26.562500000000004,None,1.847826086956522,Pipe_Silver,9.659090909090908,Octopus,16.666666666666668,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #9,9,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/9.png,1660831757120,Treasure,Treasure,243.0,177.2298986870527,Mint,21.25,Espresso,6.343283582089552,Shirt_Yellow_Black,18.08510638297872,Stoned_Eyes,12.318840579710145,Sword_Dual,38.63636363636363,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Beard_Ginger,42.5,None,1.847826086956522,Pipe_Gold,15.740740740740742,Monkey_Ginger,16.037735849056602,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #10,10,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/10.png,1660831757296,Treasure,Treasure,64.0,233.9808897705134,Chilean_Fire,19.318181818181817,Golden,7.264957264957266,Shirt_Red_Pink,16.666666666666668,Angry_Eyes_Green,11.18421052631579,Sword_Dual,38.63636363636363,Teeth_Skull_Gold,77.27272727272727,Eye_Patch_Right,2.599388379204893,Long_Hair_Brown,30.35714285714285,None,1.847826086956522,Open_Mouth_Gold,11.486486486486488,Monkey_Blue,17.346938775510203,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #11,11,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/11.png,1660832219711,Treasure,Treasure,254.0,175.2745727429934,Shadow,15.178571428571429,Golden,7.264957264957266,Neked,3.695652173913044,Eyes_Orange,17.346938775510203,None,1.6865079365079367,Skull_Blood,30.35714285714285,None,4.427083333333333,Short_Hair_Stubble_Green,85.0,None,1.847826086956522,Regular_Mouth,5.821917808219179,None,2.64797507788162,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #12,12,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/12.png,1660832219862,Treasure,Treasure,335.0,162.39635852163136,Mint,21.25,Goblin,25.0,Shirt_Blue_Grey,16.666666666666668,Wink_Blue,15.454545454545451,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Stubble_Grey,34.0,Pirate_Hat_Red,19.318181818181817,Regular_Mouth,5.821917808219179,Parrot_Purple,18.88888888888889,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #13,13,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/13.png,1660832219988,Treasure,Treasure,533.0,140.9160266380741,Aureolin,19.318181818181817,Golden,7.264957264957266,Neked,3.695652173913044,Bulging_Eyes_Orange,12.686567164179104,Sword_Left,11.805555555555555,Teeth_Skull_Silver,23.61111111111111,Eye_Patch_Right,2.599388379204893,Long_Hair_Beard_Grey,32.69230769230769,Pirate_Hat_Blue,15.454545454545451,Teeth_Silver,9.13978494623656,None,2.64797507788162,1663509219,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pirate Life #14,14,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/14.png,1660832220174,Treasure,Treasure,459.0,147.6080228152476,Grey,16.666666666666668,Golden,7.264957264957266,Neked,3.695652173913044,Wink_Blue,15.454545454545451,Sword_Right,11.643835616438356,None,1.7102615694164989,Eye_Patch_Dual,36.95652173913044,Short_Hair_Stubble_White,26.562500000000004,Pirate_Hat_Blue,15.454545454545451,Blunt,9.55056179775281,None,2.64797507788162,1663509219,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pirate Life #15,15,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/15.png,1660832220308,Treasure,Treasure,435.0,150.00235366697729,Yellow,16.666666666666668,Concrete,17.708333333333332,Shirt_Green,17.346938775510203,Angry_Eyes_Green,11.18421052631579,Gun_Right,12.87878787878788,Skull_Silver,9.444444444444445,Eye_Patch_Right,2.599388379204893,Mid_Hair_Blonde,34.0,None,1.847826086956522,Pipe_Silver,9.659090909090908,Octopus,16.666666666666668,1663509219,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pirate Life #16,16,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/16.png,1660832220444,Treasure,Treasure,1.0,398.8834910488143,Spektral,20.23809523809524,Almond,6.746031746031747,Shirt_Red_Pink,16.666666666666668,Bulging_Eyes_Orange,12.686567164179104,None,1.6865079365079367,Skull_Diamond,141.66666666666666,Eye_Patch_Right,2.599388379204893,Mid_Hair_Pink,70.83333333333333,Bandana_Green,22.36842105263158,Cheeky,8.947368421052632,Parrot_Shadow,94.44444444444444,1663509219,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pirate Life #17,17,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/17.png,1660832220643,Treasure,Treasure,527.0,141.35930875633392,Deep_Violet,18.88888888888889,Golden,7.264957264957266,Shirt_Pink_Grey,14.912280701754383,Angry_Eyes,13.492063492063494,None,1.6865079365079367,Skull_Silver,9.444444444444445,Eye_Patch_Left,2.75974025974026,Mid_Hair_Brown,44.73684210526316,None,1.847826086956522,Pipe_Silver,9.659090909090908,Octopus,16.666666666666668,1663509219,0x9F1CfC94feC8826B7e546CB77b6f7C2707B2Bf98
Pirate Life #18,18,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/18.png,1660832220785,Treasure,Treasure,713.0,122.9049524923683,Indigo,15.740740740740742,Golden,7.264957264957266,Neked,3.695652173913044,Wink_Blue,15.454545454545451,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Short_Hair_Goatee_White,28.33333333333333,Pirate_Hat_Blue,15.454545454545451,Open_Mouth_Gold,11.486486486486488,Monkey_x,19.318181818181817,1663509219,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pirate Life #19,19,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/19.png,1660832220912,Treasure,Treasure,608.0,133.08020048689315,Shadow,15.178571428571429,Concrete,17.708333333333332,Shirt_Red_Pink,16.666666666666668,Angry_Eyes,13.492063492063494,Sword_Left,11.805555555555555,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Stubble_Blonde,40.47619047619048,None,1.847826086956522,Cheeky,8.947368421052632,None,2.64797507788162,1663509219,0x0db19222F6f894bE3FDDa1Dc89fB4Bd97bECFcF5
Pirate Life #20,20,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/20.png,1660832221029,Treasure,Treasure,806.0,109.21661613526764,Shadow,15.178571428571429,Golden,7.264957264957266,Neked,3.695652173913044,Angry_Eyes_Green,11.18421052631579,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Stubble_Blonde,40.47619047619048,None,1.847826086956522,Open_Mouth,6.746031746031747,Octopus,16.666666666666668,1663509219,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pirate Life #21,21,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/21.png,1660832340010,Treasure,Treasure,832.0,103.099364251262,Indigo,15.740740740740742,Sand,7.327586206896552,Shirt_Green,17.346938775510203,Eyes_Green,13.934426229508198,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Stubble_Brown,29.310344827586206,None,1.847826086956522,Cheeky,8.947368421052632,None,2.64797507788162,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #22,22,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/22.png,1660832340212,Treasure,Treasure,807.0,109.0283912235614,Yellow,16.666666666666668,Almond,6.746031746031747,Neked,3.695652173913044,Wink_Blue,15.454545454545451,None,1.6865079365079367,Teeth_Blood,18.08510638297872,Eye_Patch_Left,2.75974025974026,Mid_Hair_Beard_Johnny,32.69230769230769,None,1.847826086956522,Open_Mouth,6.746031746031747,None,2.64797507788162,1663509219,0x358C8B4836006235680367d70D9D148955b24154
Pirate Life #23,23,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/23.png,1660832340404,Treasure,Treasure,805.0,109.68791373670626,Chilean_Fire,19.318181818181817,Porcelain,6.115107913669064,Tattoo,17.0,Angry_Eyes_Green,11.18421052631579,Gun_Right,12.87878787878788,None,1.7102615694164989,None,4.427083333333333,Mid_Hair_Ginger,23.61111111111111,None,1.847826086956522,Cheeky,8.947368421052632,None,2.64797507788162,1663509219,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pirate Life #24,24,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/24.png,1660832340539,Treasure,Treasure,369.0,158.13157931325264,Spektral,20.23809523809524,Concrete,17.708333333333332,Shirt_Red_Pink,16.666666666666668,Wink_Green,17.0,Gun_Right,12.87878787878788,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Stubble_Blonde,40.47619047619048,None,1.847826086956522,Pipe_Silver,9.659090909090908,Monkey_Blue,17.346938775510203,1663509219,0x358C8B4836006235680367d70D9D148955b24154
Pirate Life #25,25,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/25.png,1660832340679,Treasure,Treasure,721.0,121.59374704529328,Grey,16.666666666666668,Concrete,17.708333333333332,Neked,3.695652173913044,Bulging_Eyes_Blue,15.454545454545451,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Blonde,34.0,None,1.847826086956522,Open_Mouth,6.746031746031747,Monkey_x,19.318181818181817,1663509219,0xC169FD8055Ad90A4E40b4106b570D0d59db6A2d8
Pirate Life #26,26,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/26.png,1660832340809,Treasure,Treasure,227.0,180.3182168815449,Shadow,15.178571428571429,Honey,8.018867924528301,Neked,3.695652173913044,Bulging_Eyes_Orange,12.686567164179104,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Short_Hair_Beard_Black,29.310344827586206,None,1.847826086956522,Teeth_Silver,9.13978494623656,Parrot_Shadow,94.44444444444444,1663509219,0x00aB97c782c661fb3D08C96dce06176938101211
Pirate Life #27,27,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/27.png,1660832340925,Treasure,Treasure,747.0,118.63863995526906,Shadow,15.178571428571429,Golden,7.264957264957266,Shirt_Green_Grey,14.166666666666666,Wink_Orange,14.655172413793103,Gun_Left,13.492063492063494,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Short_Hair_Beard_White,35.416666666666664,None,1.847826086956522,Pipe_Silver,9.659090909090908,None,2.64797507788162,1663509219,0x00aB97c782c661fb3D08C96dce06176938101211
Pirate Life #28,28,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/28.png,1660832341063,Treasure,Treasure,722.0,121.37037744579538,Indigo,15.740740740740742,Porcelain,6.115107913669064,Shirt_LQDR,15.454545454545451,Angry_Eyes,13.492063492063494,Sword_Left,11.805555555555555,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Ginger,23.61111111111111,None,1.847826086956522,Open_Mouth_Gold,11.486486486486488,Monkey_Blue,17.346938775510203,1663509219,0x00aB97c782c661fb3D08C96dce06176938101211
Pirate Life #29,29,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/29.png,1660832341203,Treasure,Treasure,240.0,178.1674116540534,Indigo,15.740740740740742,Honey,8.018867924528301,Shirt_Green_Grey,14.166666666666666,Bulging_Eyes_Blue,15.454545454545451,Sword_Right,11.643835616438356,Teeth_Gold,29.310344827586206,Eye_Patch_Right,2.599388379204893,Long_Hair_Stubble_Brown,34.0,Pirate_Hat_Blue,15.454545454545451,Pipe_Gold,15.740740740740742,Parrot_Red,16.037735849056602,1663509219,0xb2Cd50531bDAA4dD53c7451d697666483a402fB3
Pirate Life #30,30,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/30.png,1660832341331,Treasure,Treasure,137.0,203.5800851703191,Puce,23.61111111111111,Concrete,17.708333333333332,Shirt_Red_Pink,16.666666666666668,Bulging_Eyes_Shadow,70.83333333333333,Sword_Right,11.643835616438356,Skull_Silver,9.444444444444445,Eye_Patch_Right,2.599388379204893,Mid_Hair_Ginger,23.61111111111111,None,1.847826086956522,Cheeky,8.947368421052632,Octopus,16.666666666666668,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #31,31,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/31.png,1660832578081,Treasure,Treasure,318.0,164.62471162617032,Yellow,16.666666666666668,Espresso,6.343283582089552,Shirt_Green_Grey,14.166666666666666,Eyes_Green,13.934426229508198,None,1.6865079365079367,Teeth_Skull_Silver,23.61111111111111,None,4.427083333333333,Long_Hair_Grey,32.69230769230769,Pirate_Hat_Red,19.318181818181817,Pipe_Gold,15.740740740740742,Monkey_Ginger,16.037735849056602,1663509219,0xD3d20F2D89922311F87Cd954691102f475833770
Pirate Life #32,32,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/32.png,1660832578226,Treasure,Treasure,69.0,231.4819922893886,Deep_Violet,18.88888888888889,Porcelain,6.115107913669064,Shirt_Blue,12.318840579710145,Bulging_Eyes_Blue,15.454545454545451,Sword_Right,11.643835616438356,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Mid_Hair_Beard_Blonde,32.69230769230769,Pirate_Hat_Gold,121.42857142857142,Regular_Mouth,5.821917808219179,None,2.64797507788162,1663509219,0x4476ADbc2BAbA6B54c8e510981FA9eCD26Be3F73
Pirate Life #33,33,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/33.png,1660832578371,Treasure,Treasure,546.0,139.63344688056895,Night_Blue,19.76744186046512,Sand,7.327586206896552,Shirt_Shadow,20.731707317073173,Bulging_Eyes_Blue,15.454545454545451,Sword_Left,11.805555555555555,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Beard_Johnny,32.69230769230769,None,1.847826086956522,Pipe_Silver,9.659090909090908,Parrot_Red,16.037735849056602,1663509219,0x358C8B4836006235680367d70D9D148955b24154
Pirate Life #34,34,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/34.png,1660832578555,Treasure,Treasure,102.0,214.34064175854488,Yellow,16.666666666666668,Goblin,25.0,Tattoo,17.0,Bulging_Eyes_Blue,15.454545454545451,Gun_Dual,40.47619047619048,Teeth_Blood,18.08510638297872,Eye_Patch_Right,2.599388379204893,Long_Hair_Goatee_Brown,34.0,Bandana_Red,19.76744186046512,Blunt,9.55056179775281,Parrot_Blue,15.740740740740742,1663509219,0x2E128BbAf2cf7F1523a434128D91c642C5C7efAd
Pirate Life #35,35,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/35.png,1660832578695,Treasure,Treasure,7.0,315.54450985126743,Shadow,15.178571428571429,Alien,94.44444444444444,Shirt_Pink_Grey,14.912280701754383,Wink_Shadow,77.27272727272727,Sword_Dual,38.63636363636363,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Long_Hair_Beard_Brown,26.562500000000004,Bandana_Red,19.76744186046512,Regular_Mouth,5.821917808219179,Parrot_Green,18.47826086956522,1663509219,0x056d952F9273B2C10A473cD8088BDFa355b10B6D
Pirate Life #36,36,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/36.png,1660832578825,Treasure,Treasure,48.0,242.47318296622765,Abe_Purple,20.731707317073173,Sand,7.327586206896552,Shirt_Shadow,20.731707317073173,Eyes_Shadow,106.25,None,1.6865079365079367,Teeth_Skull_Silver,23.61111111111111,None,4.427083333333333,Long_Hair_Stubble_Brown,34.0,None,1.847826086956522,Regular_Mouth,5.821917808219179,Monkey_Ginger,16.037735849056602,1663509219,0x65Ea1984d8ce3A856750B469ee7aC7639070d65C
Pirate Life #37,37,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/37.png,1660832578969,Treasure,Treasure,830.0,103.78623632471364,Blue,18.88888888888889,Golden,7.264957264957266,Neked,3.695652173913044,Angry_Eyes_Green,11.18421052631579,Sword_Right,11.643835616438356,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Long_Hair_Beard_Brown,26.562500000000004,None,1.847826086956522,Pipe_Gold,15.740740740740742,None,2.64797507788162,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #38,38,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/38.png,1660832579144,Treasure,Treasure,203.0,185.3228484279756,Pink,20.731707317073173,Honey,8.018867924528301,Shirt_Green,17.346938775510203,Wink_Blue,15.454545454545451,None,1.6865079365079367,Skull_Gold,56.66666666666666,Eye_Patch_Right,2.599388379204893,Mid_Hair_Ginger,23.61111111111111,Pirate_Hat_Green,27.41935483870968,Teeth_Silver,9.13978494623656,None,2.64797507788162,1663509219,0x3F01FA6e75f9d0477108F994400280b71915Bf56
Pirate Life #39,39,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/39.png,1660832579269,Treasure,Treasure,616.0,132.25816752767423,Puce,23.61111111111111,Honey,8.018867924528301,Neked,3.695652173913044,Wink_Blue,15.454545454545451,Sword_Left,11.805555555555555,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Long_Hair_Stubble_Brown,34.0,Bandana_Red,19.76744186046512,Cheeky,8.947368421052632,None,2.64797507788162,1663509219,0x06F9e5F8F5c170B9EEce58676D932BcC398F52e5
Pirate Life #40,40,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/40.png,1660832579443,Treasure,Treasure,158.0,197.8662016779189,Chilean_Fire,19.318181818181817,Porcelain,6.115107913669064,Shirt_Red,14.655172413793103,Bulging_Eyes_Green,12.87878787878788,None,1.6865079365079367,None,1.7102615694164989,None,4.427083333333333,Mid_Hair_Stubble_Pink,106.25,None,1.847826086956522,Pipe_Silver,9.659090909090908,Monkey_x,19.318181818181817,1663509219,0x0db19222F6f894bE3FDDa1Dc89fB4Bd97bECFcF5
Pirate Life #41,41,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/41.png,1660832591437,Treasure,Treasure,649.0,129.5404628531248,Grey,16.666666666666668,Espresso,6.343283582089552,Neked,3.695652173913044,Bulging_Eyes_Orange,12.686567164179104,Sword_Right,11.643835616438356,Teeth,9.34065934065934,None,4.427083333333333,Mid_Hair_Blonde,34.0,None,1.847826086956522,Teeth_Gold,10.0,Parrot_Purple,18.88888888888889,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #42,42,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/42.png,1660832591579,Treasure,Treasure,425.0,150.84634532204993,Purple,25.75757575757576,Concrete,17.708333333333332,Shirt_LQDR,15.454545454545451,Bulging_Eyes_Blue,15.454545454545451,Sword_Right,11.643835616438356,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Ginger,23.61111111111111,None,1.847826086956522,Pipe_Gold,15.740740740740742,Monkey_x,19.318181818181817,1663509219,0x69f47bb74b855Ada42237E82E65CD724764fabAa
Pirate Life #43,43,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/43.png,1660832591724,Treasure,Treasure,232.0,179.37090584791133,Pink,20.731707317073173,Sand,7.327586206896552,Shirt_Blue,12.318840579710145,Bulging_Eyes_Blue,15.454545454545451,Gun_Right,12.87878787878788,Teeth_Gold,29.310344827586206,Eye_Patch_Left,2.75974025974026,Mid_Hair_Stubble_Brown,29.310344827586206,Bandana_Dust,27.41935483870968,Regular_Mouth,5.821917808219179,Monkey_Ginger,16.037735849056602,1663509219,0x283490755E5D7A65C3F4c79320b184Ef6BaC8b8e
Pirate Life #44,44,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/44.png,1660832591840,Treasure,Treasure,513.0,142.62098430350147,Mint,21.25,Honey,8.018867924528301,Shirt_Red_Pink,16.666666666666668,Wink_Blue,15.454545454545451,Gun_Left,13.492063492063494,None,1.7102615694164989,Eye_Patch_Left,2.75974025974026,Short_Hair_Goatee_White,28.33333333333333,None,1.847826086956522,Pipe_Gold,15.740740740740742,Monkey_Blue,17.346938775510203,1663509219,0x161e282653B87d5d71fD15d0ca15966154C63259
Pirate Life #45,45,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/45.png,1660832591973,Treasure,Treasure,74.0,228.29660243899917,Chilean_Fire,19.318181818181817,Espresso,6.343283582089552,Shirt_Red_Pink,16.666666666666668,Bulging_Eyes_Blue,15.454545454545451,Gun_Right_Sword_Left_Dual,85.0,Teeth,9.34065934065934,Eye_Patch_Left,2.75974025974026,Mid_Hair_Beard_Ginger,42.5,Pirate_Hat_Red,19.318181818181817,Cheeky,8.947368421052632,None,2.64797507788162,1663509219,0x6ffbb6C376d0cf590289671D652Ae92213614828
Pirate Life #46,46,https://nft.hedgey.finance/fantom/0xb75b8dac018f36cdc1e16042bb598c99885ecbf9/46.png,1660832592123,Treasure,Treasure,663.0,128.23836862701563,Spektral,20.23809523809524,Espresso,6.343283582089552,Shirt_Blue_Grey,16.666666666666668,Stoned_Eyes,12.318840579710145,None,1.6865079365079367,None,1.7102615694164989,Eye_Patch_Right,2.599388379204893,Mid_Hair_Ginger,23.61111111111111,Bandana_Purple,17.0,Open_Mouth,6.746031746031747,Monkey_x,19.318181818181817,1663509219,0xd87EcC6C74F486B044824a222326A96F696fCfA2
