2022-12-06/01:01:07		Pixel Pirate Scrape Started
2022-12-06/01:03:41		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/01:03:41		Pirate Life Scrape Started
2022-12-06/01:08:04		Pirate Life Scrape Successful
2022-12-06/03:14:16		Pixel Pirate Scrape Started
2022-12-06/03:16:19		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/03:16:19		Pirate Life Scrape Started
2022-12-06/03:19:29		Pirate Life Scrape Successful
2022-12-06/04:15:22		Pixel Pirate Scrape Started
2022-12-06/04:18:01		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/04:18:01		Pirate Life Scrape Started
2022-12-06/04:22:17		Pirate Life Scrape Successful
2022-12-06/05:12:27		Pixel Pirate Scrape Started
2022-12-06/05:15:06		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/05:15:06		Pirate Life Scrape Started
2022-12-06/05:19:28		Pirate Life Scrape Successful
2022-12-06/05:35:51		Pixel Pirate Scrape Started
2022-12-06/05:37:40		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/05:37:40		Pirate Life Scrape Started
2022-12-06/05:40:30		Pirate Life Scrape Successful
2022-12-06/06:16:16		Pixel Pirate Scrape Started
2022-12-06/06:18:05		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/06:18:05		Pirate Life Scrape Started
2022-12-06/06:20:54		Pirate Life Scrape Successful
2022-12-06/08:16:32		Pixel Pirate Scrape Started
2022-12-06/08:18:18		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/08:18:18		Pirate Life Scrape Started
2022-12-06/11:10:55		Pixel Pirate Scrape Started
2022-12-06/11:13:01		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/11:13:01		Pirate Life Scrape Started
2022-12-06/11:16:17		Pirate Life Scrape Successful
2022-12-06/12:25:32		Pixel Pirate Scrape Started
2022-12-06/12:27:39		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/12:27:39		Pirate Life Scrape Started
2022-12-06/12:31:03		Pirate Life Scrape Successful
2022-12-06/13:30:07		Pixel Pirate Scrape Started
2022-12-06/13:32:22		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/13:32:22		Pirate Life Scrape Started
2022-12-06/13:35:56		Pirate Life Scrape Successful
2022-12-06/14:35:54		Pixel Pirate Scrape Started
2022-12-06/14:38:16		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/14:38:16		Pirate Life Scrape Started
2022-12-06/14:42:05		Pirate Life Scrape Successful
2022-12-06/18:16:08		Pixel Pirate Scrape Started
2022-12-06/18:18:45		Error occurred while scraping Pixel Pirates for Error: execution reverted: ERC721: owner query for nonexistent token
2022-12-06/18:18:45		Pirate Life Scrape Started
2022-12-06/18:22:58		Pirate Life Scrape Successful
